CommandLine, Time, Executable, Parent PID, PID, User, Privileges
"C:\WINDOWS\system32\BackgroundTaskHost.exe" -ServerName:BackgroundTaskHost.WebAccountProvider , 20220823123632.896948+540 , C:\WINDOWS\system32\BackgroundTaskHost.exe ,612 , 22136 , ('AzureAD', 0, 'KatayamaMasa') , N/A
"C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\Teams.exe" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1660,8537330810189931557,2004841535186600165,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=ja --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path="C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\resources\app.asar" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=195 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6612 /prefetch:1 , 20220823125739.676463+540 , C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\Teams.exe ,16732 , 11028 , ('AzureAD', 0, 'KatayamaMasa') , N/A
C:\WINDOWS\system32\msfeedssync.exe sync , 20220823125805.015469+540 , C:\WINDOWS\system32\msfeedssync.exe ,1840 , 9380 , ('AzureAD', 0, 'KatayamaMasa') , N/A
"C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\Teams.exe" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1660,8537330810189931557,2004841535186600165,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=ja --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path="C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\resources\app.asar" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=196 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5408 /prefetch:1 , 20220823125823.390045+540 , C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\Teams.exe ,16732 , 17488 , ('AzureAD', 0, 'KatayamaMasa') , N/A
"C:\Program Files\Internet Explorer\IELowutil.exe" -PID:123 , 20220823125833.289266+540 , C:\Program Files\Internet Explorer\IELowutil.exe ,9380 , 21584 , ('AzureAD', 0, 'KatayamaMasa') , N/A
None , 20220823125835.721792+540 , None ,4952 , 2396 , (None, 2, None) , N/A
None , 20220823125904.845856+540 , None ,4952 , 9980 , (None, 2, None) , N/A
None , 20220823125906.844244+540 , None ,916 , 20604 , (None, 2, None) , N/A
None , 20220823125906.151200+540 , None ,916 , 25368 , (None, 2, None) , N/A
C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} , 20220823125906.072730+540 , C:\WINDOWS\system32\DllHost.exe ,612 , 2736 , ('AzureAD', 0, 'KatayamaMasa') , N/A
None , 20220823125927.080100+540 , None ,4952 , 24088 , (None, 2, None) , N/A
None , 20220823125931.400813+540 , None ,4952 , 19536 , (None, 2, None) , N/A
"C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\Teams.exe" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1660,8537330810189931557,2004841535186600165,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=ja --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path="C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\resources\app.asar" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=197 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6824 /prefetch:1 , 20220823125936.909291+540 , C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\Teams.exe ,16732 , 22856 , ('AzureAD', 0, 'KatayamaMasa') , N/A
